side,source_file,source_index,job_title,occupation_name,ability,canonical_competency,coding_status,merge_rationale,evidence
demand,,1356,船机电质检人员,船舶制造人员,船舶电气质量检验能力,船舶电气自动化能力,confirmed,对象为船舶电气自动化系统,从事船舶产品的质量检验，熟悉船级社的规范、通晓电气施工流程和施工工艺；负责编制电气项目检验表，实施造船过程中的质量检验
demand,,1356,船机电质检人员,船舶制造人员,船舶船体质量检验能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,从事船舶产品的质量检验，熟悉船级社的规范、通晓船体施工流程和施工工艺；负责编制船体项目检验表，实施造船过程中的质量检验
demand,,1356,船机电质检人员,船舶制造人员,船舶轮机质量检验能力,船舶轮机动力能力,confirmed,对象为船舶轮机与动力系统,从事船舶产品的质量检验，熟悉船级社的规范、通晓轮机施工流程和施工工艺；负责编制轮机项目检验表，实施造船过程中的质量检验
demand,,1359,高级开发经理（海上风电）,海洋工程技术人员,海上风电项目开发管理能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,负责区域内政策研究、高层关系对接、市场布局及开发管理工作；负责主导项目前期选址、考察、收集资料，负责项目核准、审批、电网接入、开工等手续
demand,,1358,质量部经理（国际事业部）,船舶制造人员,船舶质量管理体系构建能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,协助经理组织建立、修订、实施和保持公司质量体系的正常运行；负责公司内部三级报检工作以及各项船舶试验工作
demand,,1358,质量部经理（国际事业部）,船舶制造人员,船舶建造质量检验与管理能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责各项外检项目，代表公司向验船机构与船东提交外检报告；负责生产过程中的质量监督与检验；负责船舶建造工艺文件的编订并有效组织实施
demand,,1364,研发工程师,海洋工程技术人员,海洋脐带缆产品研发能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,负责脐带缆产品设计及研发工作；负责脐带缆关键技术攻关，并制订修复工艺和检测标准
demand,,1367,海洋工程钢结构设计工程师,海洋工程技术人员,海上风电钢结构设计能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,负责海上风电机组固定式结构、漂浮式浮体开展结构设计与技术研究
demand,,1363,研发设计师（舾装）,道路和水上运输工程技术人员,船舶舾装产品研发设计能力,船舶设计研发能力,confirmed,对象为船舶设计、研发与工程分析,承担本专业产品研发、相关图纸设计、技术谈判准备及现场技术问题处理；具有5年以上船舶生产设计经验或3年以上开发、详细设计经验
demand,,1368,船舶设计师（结构计算）,海洋工程技术人员,船舶结构有限元分析能力,船舶设计研发能力,confirmed,对象为船舶设计、研发与工程分析,负责承担科研或设计项目的结构有限元分析工作；具有运用Sesam、Patran、Nastran、Ansys等至少一种有限元计算软件进行结构建模、计算分析能力
demand,,1368,船舶设计师（结构计算）,海洋工程技术人员,船舶结构图纸设绘能力,船舶设计研发能力,confirmed,对象为船舶设计、研发与工程分析,负责科研或设计项目结构图纸设绘工作
demand,,1341,客户经理,道路和水上运输工程技术人员,船舶海工项目管理能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责落实项目真实现场需求评估；编制二级节点计划并管控；跟踪项目变更和组织工程结算；组织现场客户服务和售后服务；协调发运及船舶进出港手续。
demand,,1334,高级工艺工程师,海洋工程技术人员,海洋装备工艺设计与开发能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,识别基础工艺技术，丰富公司工艺技术树，开发和持续改善通用加固及防护工艺、高密度线束工艺、水密装配工艺、防腐蚀工艺等；主持并切身参与工艺设计工作，识别产品设计中的工艺重点和难点。
demand,,1334,高级工艺工程师,海洋工程技术人员,海洋装备智能制造规划能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,运用精益生产的理念协助领导开展公司总部建设中的智能制造相关工作，如厂房工艺流程设计、工艺装备选型与开发、智能物流、柔性生产车间。
demand,,1342,质量管理中心总监,海洋工程技术人员,海工装备质量管理体系管理能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,质量管理体系建立与优化；质量方针目标及质量指标体系建立与组织管理；内部体系/三体系认证和审核及整改方案策划与落实；重大客户投诉处理；重大质量问题的整改/质量提升与改进。
demand,,1342,质量管理中心总监,海洋工程技术人员,海工装备质量检查与数据分析能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,NDT，SIP等；关键质量数据分析与驱动改善。
demand,,1345,商务经理（海工船舶）,测绘和地理信息工程技术人员,海工船舶商务拓展与客户管理能力,船舶市场商务与供应链能力,confirmed,对象为船舶产品、市场、采购和供应链,市场新产品机会识别；新客户开发；销售目标制定与执行；客户关系建立与维护；项目跟踪与项目竞争分析；赢单策略制定与项目目标价格策划；投标议价；合同交底。
demand,,1346,装配工,船舶制造人员,船舶与桥梁结构装配能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,舟桥结构装配；船舶结构装配；钢箱梁桥、拱桥结构装配；少量其他机械类结构装配。
demand,,1343,质检经理/主管-广东,船舶制造人员,海工船舶质量检验与管理能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,质量管理体系标准执行；质量分析及改善策划；客户及第三方机构审核认证；供应商质量考核；原材料/项目物资检验、报告编制；产品精度控制、过程检验；NDT第三方资质与执行检测管控；焊接质量数据收集与评估。
demand,,1344,设施设备经理（海工装备）,船舶制造人员,海工装备设施设备全生命周期管理能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,设备设施资产管理/技改方案与落实/购置和报废方案策划；设备设施点检、保养、巡检计划编制与执行管理；特种设备检验取证与安全管理；备品备件定额管控；设备操作、维保SOP制订与优化；水电气保供管理。
demand,,1347,土建质量工程师（码头外包）,道路和水上运输工程技术人员,码头水工结构施工质量管理能力,港口航道水运工程能力,confirmed,港口航道、水运与近海工程合并,监督承包商施工组织设计，审核施工方案、技术交底、质量控制措施；熟悉施工图、规范、工艺，对工程主体施工实行监督管理；收集整理技术质量资料，参加质量例会；建立健全质量管理体系。
demand,,1352,大客户销售（船舶行业）,道路和水上运输工程技术人员,船舶行业大客户销售与市场拓展能力,船舶市场商务与供应链能力,confirmed,对象为船舶产品、市场、采购和供应链,负责集团仪表产品在国内船舶行业的品牌推广与应用，重点挖掘船厂、船东、船舶设计院等客户群体，建立商务关系；对政企行业客户进行产品演示、咨询、投标书、合同谈判和回款；定期输出客户行业市场动态信息，协助优化产品布局。
demand,,1353,技术总工程师,海洋工程技术人员,船舶设计建造技术规划与管理能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责技术中心职能、组织架构规划，制定流程制度；负责制定技术发展规划及年度工作计划；负责技术团队搭建及管理；解决设计和开发过程中的重大技术问题；分析处理重大技术质量事故。
demand,,1353,技术总工程师,海洋工程技术人员,船舶工程技术对外协调能力,船舶综合工程能力,tentative,船舶对象明确但模块边界不清,负责开展对内、对外的沟通协调工作（设计院、外包单位、船东监理等）。
demand,,1369,船舶自动化电气项目工程师,海洋工程技术人员,船舶自动化系统能力,船舶电气自动化能力,confirmed,对象为船舶电气自动化系统,熟悉船舶自动化系统（监测报警）、主机遥控系统、能量管理系统EMS；具有SCADA软件的组态经验，如WinCC
demand,,1369,船舶自动化电气项目工程师,海洋工程技术人员,船舶电气制图能力,船舶电气自动化能力,confirmed,对象为船舶电气自动化系统,有机械制图和电气制图的能力，掌握CAD、SolidWorks和e-plan等绘图软件的使用
demand,,1369,船舶自动化电气项目工程师,海洋工程技术人员,船舶自动化设备认知能力,船舶电气自动化能力,confirmed,对象为船舶电气自动化系统,了解船舶自动化相关设备概况，如主机、发电机、配电板、压载控制、压载水处理装置、锅炉、阀门遥控、液位遥测、装载计算机等基本工作原理和功能实现方式
demand,,1380,海上风电工程师,海洋工程技术人员,海上风电技术研发能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,开展海上风电和海洋能源综合利用核心关键技术的研发，推动相应成果的转化和产业化
demand,,1380,海上风电工程师,海洋工程技术人员,海上风电行业跟踪能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,参与行业会议，跟踪风电行业新产品、新技术、新动向、新标准，获取和提炼技术信息，形成调研报告
demand,,1380,海上风电工程师,海洋工程技术人员,海上风电课题组织实施能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,负责参与海上风电技术相关课题研究和技术问题的攻关；负责科研项目申报
demand,,1380,海上风电工程师,海洋工程技术人员,海上风电技术资料编制能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,负责海上风电相关技术资料编制、分析、校对
demand,,1385,船舶柴油机制造工程师（S202314）（二级公司-沪东重机）,船舶制造人员,船舶柴油机制造技术能力,船舶轮机动力能力,confirmed,对象为船舶轮机与动力系统,落实船舶柴油机装配的生产技术准备，确保柴油机装配制造的技术、设备、工装等满足装配状态
demand,,1385,船舶柴油机制造工程师（S202314）（二级公司-沪东重机）,船舶制造人员,船舶柴油机制造现场问题解决能力,船舶轮机动力能力,confirmed,对象为船舶轮机与动力系统,识别并解决施工现场技术质量问题，必要时联系技术和质量部门协调处理
demand,,1385,船舶柴油机制造工程师（S202314）（二级公司-沪东重机）,船舶制造人员,船舶柴油机产品提交能力,船舶轮机动力能力,confirmed,对象为船舶轮机与动力系统,负责船舶柴油机产品提交时的状态确认，参与产品的现场提交
demand,,1383,船舶柴油机制造工程师（S202314）（二级公司-沪东重机）,船舶制造人员,船舶柴油机制造技术能力,船舶轮机动力能力,confirmed,对象为船舶轮机与动力系统,落实船舶柴油机装配的生产技术准备，确保柴油机装配制造的技术、设备、工装等满足装配状态
demand,,1383,船舶柴油机制造工程师（S202314）（二级公司-沪东重机）,船舶制造人员,船舶柴油机制造现场问题解决能力,船舶轮机动力能力,confirmed,对象为船舶轮机与动力系统,识别并解决施工现场技术质量问题，必要时联系技术和质量部门协调处理
demand,,1383,船舶柴油机制造工程师（S202314）（二级公司-沪东重机）,船舶制造人员,船舶柴油机产品提交能力,船舶轮机动力能力,confirmed,对象为船舶轮机与动力系统,负责船舶柴油机产品提交时的状态确认，参与产品的现场提交
demand,,1387,项目工程师（结构）,海洋工程技术人员,海洋工程项目管理能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,协助项目负责人对项目结构的质量、安全、进度、费用进行管理与控制，负责项目统筹管理工作
demand,,1387,项目工程师（结构）,海洋工程技术人员,海洋工程结构技术管理能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,主管项目结构专业技术管理、生产方案实施、质量与项目风险识别与控制
demand,,1387,项目工程师（结构）,海洋工程技术人员,海洋工程分包与界面管理能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,全面协助生产安全管理，计划、费用控制、进度控制、分包与界面管理、施工资源协调
demand,,1387,项目工程师（结构）,海洋工程技术人员,海洋工程变更管理能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,工程项目变更识别工作，协助审核内外部变更文件
demand,,1388,项目工程师（结构）,海洋工程技术人员,海洋工程项目管理能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,协助项目负责人对项目结构的质量、安全、进度、费用进行管理与控制，负责项目统筹管理工作
demand,,1388,项目工程师（结构）,海洋工程技术人员,海洋工程结构技术管理能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,主管项目结构专业技术管理、生产方案实施、质量与项目风险识别与控制
demand,,1388,项目工程师（结构）,海洋工程技术人员,海洋工程分包与界面管理能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,全面协助生产安全管理，计划、费用控制、进度控制、分包与界面管理、施工资源协调
demand,,1388,项目工程师（结构）,海洋工程技术人员,海洋工程变更管理能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,工程项目变更识别工作，协助审核内外部变更文件
demand,,1391,数据分析师,海洋工程技术人员,新能源电力数据分析能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,研究新能源电力行业数据智能最佳实践，研究发电行业精细化数据驱动业务运营的方法，并应用于业务数据分析场景中
demand,,1391,数据分析师,海洋工程技术人员,新能源业务数据挖掘能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,通过深度数据分析来挖掘数据价值，具有严谨的数据分析思路，开展相关数据关联分析，助力数据赋能业务、数据驱动决策
demand,,1394,港口信息化工程师,海洋工程技术人员,港口信息化系统开发与实施能力,港口机电与智慧港口能力,confirmed,港口机电设备和智慧港口技术合并,负责港口信息化系统软件需求调研、系统开发组织与协调、系统现场部署安排
demand,,1394,港口信息化工程师,海洋工程技术人员,港口信息化新技术研发应用能力,港口机电与智慧港口能力,confirmed,港口机电设备和智慧港口技术合并,负责港口信息化新技术研发及设计、应用，以及完善推广
demand,,1396,工程项目经理,海洋工程技术人员,港口工程项目管理能力,港口航道水运工程能力,confirmed,港口航道、水运与近海工程合并,必须持有机电专业或港航专业或市政专业一级建造师证；6年以上工作经历，主持过港口类或散物料输送类或市政类项目工作
demand,,1396,工程项目经理,海洋工程技术人员,港口工程现场协调能力,港口航道水运工程能力,confirmed,港口航道、水运与近海工程合并,负责对施工现场的协调和控制，对项目生产要素进行优化配置和动态管理
demand,,1407,机械维修工,船舶制造人员,港口机械设备维修能力,港口机电与智慧港口能力,confirmed,港口机电设备和智慧港口技术合并,负责港口机械设备（胶带输送机、起重机械、流动机械、专用机械及其他相关设备）的日常维修等技术管理工作；负责组织人员进行机械设备的计划修理、抢修、故障处理
demand,,1407,机械维修工,船舶制造人员,港口机械设备点检与故障诊断能力,港口机电与智慧港口能力,confirmed,港口机电设备和智慧港口技术合并,负责机械设备的专业点检工作；根据报修情况，深入现场汇同相关人员分析、判断故障
demand,,1412,轮机技术员,海洋工程技术人员,船舶轮机设计能力,船舶轮机动力能力,confirmed,对象为船舶轮机与动力系统,负责船舶轮机整体工作及本专业计算书及图纸的绘制；参与各类主推进设备选型技术协商会议；能够进行全船动力系统配置，掌握国内外船级社规范
demand,,1413,船舶建造项目经理,船舶指挥和引航人员,船舶建造项目管理能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责编制项目建造方针书，用于指导项目的设计、工艺、生产准备、现场建造和管理；负责项目建造管理工作，进行项目建造策划
demand,,1415,研发工程师,海洋工程技术人员,船舶与海洋工程课题研究能力,科研实验创新实践能力,confirmed,船舶相关科研实验实践上收到创新实践模块,承担过一项以上课题研究或协同完成过一项基金的申请并已结题；发表过1篇以上SCI论文；熟练的英语读写能力，能无障碍阅读英文规范和专业文献
demand,,1417,电气详设工程师,海洋工程技术人员,船舶电气详细设计能力,船舶电气自动化能力,confirmed,对象为船舶电气自动化系统,主要负责公务船、巡逻船、旅游船等类型船舶电气详细设计，包括并不限于设备技术协议的签订，材料选型统计；5年以上电气详细设计经验
demand,,1418,船舶项目经理,船舶制造人员,船舶机电项目建造管理能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,控制生产节点，制定生产计划并督导落实；熟悉船舶机电项目建造、维修工艺流程
demand,,1421,电气主管设计师,船舶制造人员,船舶电气设计能力,船舶电气自动化能力,confirmed,对象为船舶电气自动化系统,编制材料、设备采购清单；绘制及审查专业系统图纸、生产设计图纸等；熟悉船舶设计各阶段的流程，掌握较强的专业知识
demand,,1419,防腐工,船舶制造人员,船舶防腐施工能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,防水防腐施工，根据项目要求刷涂和机械喷涂涂料，从事例如桥梁、船舶、管道防水防腐补漏修缮工作
demand,,1426,电气工程师,道路和水上运输工程技术人员,港口起重设备电气运维能力,港口机电与智慧港口能力,confirmed,港口机电设备和智慧港口技术合并,负责港口起重设备（如岸边集装箱起重机、轮胎式龙门吊起重机等）电气日常检查、运行维护、技术改造等相关工作
demand,,1425,解决方案经理（交通）(J11020),海洋工程技术人员,智慧港航解决方案设计能力,港口机电与智慧港口能力,confirmed,港口机电设备和智慧港口技术合并,负责智慧交通（港航、车联网等）领域信息化与自动化相关解决方案编写、商机对接、项目申报、现场技术支撑等售前工作
demand,,1398,遥感算法工程师（气象海洋）,海洋工程技术人员,气象海洋遥感算法研发能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,负责遥感图像分类、信息提取等任务算法研发，参与卫星遥感相关项目实施，需求分析、系统设计、系统实现
demand,,1398,遥感算法工程师（气象海洋）,海洋工程技术人员,海洋遥感工程化能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,参与项目相关算法的持续跟踪、研究和工程化实现；按照项目要求，撰写相关软件过程文档
demand,,1397,集装箱班轮操作,水产技术人员,集装箱班轮操作管理能力,港航物流与航运业务能力,confirmed,港航物流、海运业务和运输组织合并,完成船舶靠泊、船舶配载等相关工作；与供应商（代理、码头等）的日常协调沟通；对船舶靠离泊期间突发情况的处理
demand,,1401,技术服务工程师,水产技术人员,特种水产养殖技术服务能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,负责对客户进行技术指导工作；熟悉了解特种水产养殖病害防治；支援公司开发新市场、新客户
demand,,1403,船体详细设计主管工程师,船舶制造人员,船体结构详细设计能力,船舶设计研发能力,confirmed,对象为船舶设计、研发与工程分析,负责参与船体结构的详细设计工作；负责外来图纸的审核以及专业之间协调工作；负责生产设计协调
demand,,1403,船体详细设计主管工程师,船舶制造人员,船舶施工工艺编制能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责编制船体相关施工工艺；处理船东船检意见，配合指导现场施工
demand,,1404,船体详细设计主管工程师,海洋工程技术人员,船体结构详细设计能力,船舶设计研发能力,confirmed,对象为船舶设计、研发与工程分析,参与船体结构的详细设计工作；负责外来图纸的审核以及专业之间协调工作；负责生产设计协调
demand,,1404,船体详细设计主管工程师,海洋工程技术人员,船舶施工工艺编制能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,编制船体相关施工工艺；处理船东船检意见，配合指导现场施工
demand,,1405,管系质检专员,船舶制造人员,船舶管系检验能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责管系专职检验及对外报验工作；5年及以上船舶、海工、钢结构或者压力容器制造企业质检工作经验
demand,,1408,产品经理,海洋工程技术人员,港口物流信息化解决方案设计能力,港口机电与智慧港口能力,confirmed,港口机电设备和智慧港口技术合并,负责港口物流信息化项目的整体解决方案、需求调研、原型设计和方案输出；负责港口物流业务线的客户需求及痛点的了解与收集
demand,,1408,产品经理,海洋工程技术人员,港口物流项目管理能力,港口航道水运工程能力,confirmed,港口航道、水运与近海工程合并,负责项目的具体实施过程，合理分解迭代任务，协同各方推进项目进展；负责港口物流信息化项目的招投标、合同编制等工作
demand,,1406,系统工程师,海洋工程技术人员,军用装备系统设计能力,低频跨域专业综合能力,tentative,低频长尾按跨域专业综合归并,参加或组织过J用装备系统设计(方案论证、接口调研、设备选型、方案设计、技术设计等）；制定单机技术要求，审核单机设计方案
demand,,1406,系统工程师,海洋工程技术人员,水声装备研制能力,水声声学与海洋通信技术能力,confirmed,水声、声学与涉海通信合并,"具有J用装备研制工作经验,有水声装备研制经历者优先；在水声、机电、电气等专业方向上有一定的专业性"
demand,,1406,系统工程师,海洋工程技术人员,军用装备项目管理能力,工程管理经济质量能力,confirmed,工程管理、经济、市场和质量合规合并,参加或组织过J用装备技术状态管控、项目进度管理、系统联试、外场试验、鉴定等工作
demand,,1411,船体/轮机/电气设计工程师,海洋工程技术人员,船舶设计能力,船舶设计研发能力,confirmed,对象为船舶设计、研发与工程分析,对所编绘的产品图样、技术文件、技术通知单的正确性负责；负责参加设计产品的技术论证、技术鉴定
demand,,1411,船体/轮机/电气设计工程师,海洋工程技术人员,船舶现场技术问题处理能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责船舶制造过程中的现场应对工作；负责对施工图样和技术文件中存在的错误和设计问题进行修改
demand,,1455,工程主管,船舶制造人员,船舶修理改装建造项目现场管理能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责项目现场施工组织；负责落实安全管理要求，保证项目生产安全；熟悉船舶修理、改装生产组织管理工作，了解成本和预算管理等知识。
demand,,1457,研究员（变压器-新能源、特-C5595T,海洋工程技术人员,海上风电机组变压器研发能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,海上风电机组机舱变的立项申请、审批及样机的设计、研制；现有35kV及以下变压器设计和报价的优化；110kV变压器设计和报价的优化。
demand,,1454,设计员,海洋工程技术人员,船舶海工产品研发设计能力,船舶设计研发能力,confirmed,对象为船舶设计、研发与工程分析,熟悉海工设备及船舶产品设计原理；熟悉船舶、海工结构相关的船级社规范；具备独立完成船舶和海工产品所应聘专业的研发设计和生产设计的能力。
demand,,1454,设计员,海洋工程技术人员,船舶海工结构强度分析能力,船舶设计研发能力,confirmed,对象为船舶设计、研发与工程分析,掌握所应聘专业相关计算及理论基础，具备结构（管道）强度分析、结构（管道）的屈服分析、屈曲分析以及疲劳分析能力；熟练掌握结构强度分析相关的软件，如MSC.Patran/Nastran、Ansys等。
demand,,1461,中科院直聘：软件工程岗,海洋工程技术人员,水声信号处理及软件开发能力,水声声学与海洋通信技术能力,confirmed,水声、声学与涉海通信合并,承担科研项目研究和软件开发工作，包括理论分析、算法研究和数字信号处理算法实现；软件系统分析与软件架构设计；软件工程开发与软件测试；能够参加湖试、海试在内的各种外场试验；有水声信号处理科研工作经验者、了解海洋声学与海洋技术者优先。
demand,,1462,初级策划员（操作）-C3982X,道路和水上运输工程技术人员,港口船舶配载策划能力,港航物流与航运业务能力,confirmed,船舶代理、货运、配载和进出港业务归入港航物流,负责靠泊船舶的编箱计划，使其以合理的方式进行配载；与船公司的操作人员合作，为其提供优质服务；上船与大副进行必要的交流，以保证装卸箱的正确性。
demand,,1465,船厂施工工人,船舶制造人员,船舶建造施工能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,具备识图能力，根据图纸和施工计划，进行船舶板、门、单元等常规产品、材；使用专业工具和技术，完成机械设备及管线系统的安装与调试。
demand,,1464,生产管培生,水产技术人员,水产饲料生产管理能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,管理岗：负责生产计划管理，设备工艺管理，生产过程的安全、质量、效率、成本等管理；专业岗：负责根据生产计划进行加工及工艺管理，指导现场生产；负责生产加工技术及加工工艺的创新工作；学习饲料供应链及生产流程。
demand,,1466,仪表算法工程师,海洋工程技术人员,海洋仪表信号处理算法研发能力,海洋信息智能数据能力,confirmed,海洋信息、数据、智能和仪器技术合并,负责仪表产品前端传感器超声信号、雷达信号、压力信号、电磁信号等微小信号的信号处理算法研究、仿真和设计实现；主导或参与制定试验方案，并进行试验数据分析和方案验证及算法迭代；水声工程等信号处理相关专业优先。
demand,,1470,硬件工程师（电源产品）,船舶制造人员,船舶焊接电源硬件设计能力,船舶电气自动化能力,confirmed,对象为船舶电气自动化系统,负责硬件电路设计，完成器件选型与计算；根据项目技术方案与规格书，完成原理图与PCB设计；公司产品应用领域包括船舶制造；逆变焊割电源是逆变焊割设备的主要构成部分。
demand,,1428,产品经理（声学超构材料）,海洋工程技术人员,船舶声学超材料产品规划能力,船舶设计研发能力,confirmed,对象为船舶设计、研发与工程分析,开展声学超材料及衍生产品的整体规划和产品线建设等工作；有服务于建筑声学、电声设备、汽车、船舶、轨道交通等客户的经验
demand,,1428,产品经理（声学超构材料）,海洋工程技术人员,船舶减振降噪研发管理能力,船舶设计研发能力,confirmed,对象为船舶设计、研发与工程分析,为研发提供准确技术输入，进行研发项目管理并协调资源，把控方案设计、技术设计、施工设计、产品试制、样机测试、小批、定型等各个节点
demand,,1428,产品经理（声学超构材料）,海洋工程技术人员,船舶声学产品市场分析能力,船舶市场商务与供应链能力,confirmed,对象为船舶产品、市场、采购和供应链,进行目标行业需求研究，进行必要的市场调研和数据分析工作；跟踪产品线经营数据，了解市场情况和竞争态势
demand,,1422,研发设计师（总体）,海洋工程技术人员,船舶总体设计能力,船舶设计研发能力,confirmed,对象为船舶设计、研发与工程分析,承担本专业产品研发、相关图纸设计、技术谈判准备及现场技术问题处理等工作；熟练使用NAPA软件
demand,,1422,研发设计师（总体）,海洋工程技术人员,船舶结构规范计算能力,船舶设计研发能力,confirmed,对象为船舶设计、研发与工程分析,熟练掌握Patran，Ansys等有限元计算软件及各船级社规范计算软件，能独立完成舱段有限元和局部强度计算工作，能独立完成主船体结构规范计算
demand,,1422,研发设计师（总体）,海洋工程技术人员,船舶水动力计算与型线设计能力,船舶轮机动力能力,confirmed,对象为船舶轮机与动力系统,具备扎实的船舶水动力基础知识，能够独立进行船舶快速性预估以及船舶型线设计和优化；至少能熟练使用1款主流CFD软件
demand,,1439,船舶机电工程师,道路和水上运输工程技术人员,船舶轮机电气设计能力,船舶电气自动化能力,confirmed,对象为船舶电气自动化系统,"参与船舶设计（船艇轮机/电气专业）；协调现场安装工作,协助监督施工方完成安装工作"
demand,,1439,船舶机电工程师,道路和水上运输工程技术人员,船舶现场安装协调能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,"协调现场安装工作,协助监督施工方完成安装工作"
demand,,1440,海上风电开发主管,海洋工程技术人员,海上风电项目前期开发能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,熟悉海上风电项目前期开发流程，跟踪电力市场信息、国家有关海上风电政策以及地方特殊优惠政策，及时提出应对方案
demand,,1440,海上风电开发主管,海洋工程技术人员,海上风电项目核准与审批能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,负责海上风电投资项目的前期工作，办理项目的核准、审批、电网接入、开工等手续
demand,,1448,解决方案经理,道路和水上运输工程技术人员,智慧港口解决方案设计能力,港口机电与智慧港口能力,confirmed,港口机电设备和智慧港口技术合并,结合智慧港口行业特性、发展趋势及政策定期跟踪与分析，探索可落地、标准化的商业产品解决方案，引导产品规划及设计
demand,,1448,解决方案经理,道路和水上运输工程技术人员,智慧港口解决方案体系构建能力,港口机电与智慧港口能力,confirmed,港口机电设备和智慧港口技术合并,建立解决方案落地协同流程，整合内外部资源，形成对不同用户解决方案需求的敏捷输出；沉淀形成行业解决方案的信息化体系和规范的管理体系
demand,,1447,工程类实习（24届可留用）,海洋工程技术人员,水运工程安全检测评估能力,港口航道水运工程能力,confirmed,港口航道、水运与近海工程合并,安全员：主要从事交通运输企业、大型公路、铁路、水运等项目的安全风险管控、安全咨询、安全检查、评价评估、安全技术与管理等工作内容
demand,,1447,工程类实习（24届可留用）,海洋工程技术人员,钢结构无损检测能力,工程管理经济质量能力,confirmed,工程管理、经济、市场和质量合规合并,钢结构无损检测员：开展现场检查、编制检测报告、与客户的汇报和沟通、配合项目负责人回款和市场开拓
demand,,1449,化工工艺工程师,海洋工程技术人员,海洋石油化工安全技术管理能力,工程伦理安全可持续能力,confirmed,伦理、安全、法律政策和可持续合并,负责现场安全技术相关业务的具体实施；编写安全技术服务实施方案、安全检查报告；石油化工行业背景、认同海洋石油企业文化
demand,,1450,海务主管,道路和水上运输工程技术人员,LNG船舶港口作业协调能力,港航物流与航运业务能力,confirmed,船舶代理、货运、配载和进出港业务归入港航物流,负责LNG船舶到港前船与码头的匹配审核、跟踪船舶抵港信息、制定LNG船舶到港卸载作业时间表、回答船方技术询问等LNG船舶抵港前的协调工作
